Date,Category,Subcategory,Count,Days_To_Fix
2024-11-16,Thankless Tasks,Manual Quality Assurance Procedures,4,31
2024-11-16,Executive Support,Strategic Planning Platform Critical Issues,5,2
2024-11-16,Business Operations,Contract Management System Problems,2,6
2024-11-16,User Support High,Finance Team System Access Problems,3,1
2024-11-17,Quick Wins,Basic Security Patch Automation,4,6
2024-11-17,Quick Wins,Email Queue Monitoring,2,7
2024-11-17,Quick Wins,Automated Error Log Analysis,2,2
2024-11-17,Fill-ins,Email Signature Template Updates,1,2
2024-11-17,Fill-ins,Simple Report Template Updates,5,2
2024-11-17,Fill-ins,Equipment Asset Tag Updates,3,1
2024-11-17,Business Operations,Purchase Order System Critical Failures,3,4
2024-11-17,User Support Standard,Mobile Device Standard Configuration,3,2
2024-11-17,User Support Standard,Account Creation Standard Requests,6,2
2024-11-17,User Support Standard,Basic Training Standard Sessions,5,2
2024-11-18,Quick Wins,Password Policy Automation,1,4
2024-11-18,Quick Wins,Self-Service Portal Implementation,4,6
2024-11-18,Quick Wins,Load Balancer Health Checks,2,6
2024-11-18,Quick Wins,Log Rotation Automation,2,8
2024-11-18,Quick Wins,Basic Security Patch Automation,2,3
2024-11-18,Quick Wins,API Rate Limiting Implementation,3,2
2024-11-18,Quick Wins,Network Bandwidth Monitoring,3,3
2024-11-18,Quick Wins,Automated Error Log Analysis,1,6
2024-11-18,Fill-ins,Email Signature Template Updates,6,3
2024-11-18,Fill-ins,Printer Toner Replacement Scheduling,2,2
2024-11-18,Fill-ins,Basic Hardware Inventory Updates,2,3
2024-11-18,Fill-ins,Meeting Room Equipment Basic Maintenance,3,2
2024-11-18,Fill-ins,Basic Documentation Formatting,2,1
2024-11-18,Fill-ins,Simple Report Template Updates,1,1
2024-11-18,Fill-ins,Simple Calendar Template Updates,1,3
2024-11-18,Executive Support,Executive Dashboard Critical Problems,6,1
2024-11-18,Executive Support,Strategic Reporting System Failures,1,1
2024-11-18,Business Operations,Payroll Processing System Failures,2,11
2024-11-18,Business Operations,Asset Management System Issues,1,2
2024-11-18,Business Operations,Facilities Management Critical Problems,4,6
2024-11-18,User Support High,Finance Team System Access Problems,2,4
2024-11-18,User Support High,Remote Access Critical VPN Problems,2,4
2024-11-18,User Support Standard,Software Installation Basic Help,4,2
2024-11-18,User Support Standard,Email Configuration Standard Support,7,2
2024-11-18,User Support Standard,File Access Standard Permission Issues,9,2
2024-11-19,Quick Wins,Automated Backup Monitoring,3,2
2024-11-19,Quick Wins,Load Balancer Health Checks,4,5
2024-11-19,Fill-ins,Desktop Wallpaper Standardization,2,2
2024-11-19,Fill-ins,Meeting Room Equipment Basic Maintenance,1,1
2024-11-19,Fill-ins,Wi-Fi Password Distribution Updates,1,1
2024-11-19,Fill-ins,Simple User Guide Updates,1,2
2024-11-19,Executive Support,C-Suite Technology Access Issues,3,1
2024-11-19,Business Operations,Purchase Order System Critical Failures,4,11
2024-11-19,Business Operations,Asset Management System Issues,1,2
2024-11-19,User Support High,Sales Team Critical CRM Access Issues,3,1
2024-11-19,User Support High,Customer Service Critical Tool Failures,2,2
2024-11-19,User Support Standard,Software Installation Basic Help,9,2
2024-11-19,User Support Standard,VPN Connection Standard Help,4,2
2024-11-19,User Support Standard,File Access Standard Permission Issues,3,2
2024-11-19,User Support Standard,Basic Training Standard Sessions,4,2
2024-11-20,Quick Wins,Self-Service Portal Implementation,6,6
2024-11-20,Quick Wins,Memory Usage Alert Thresholds,1,4
2024-11-20,Quick Wins,Automated Error Log Analysis,4,4
2024-11-20,Fill-ins,Email Signature Template Updates,1,1
2024-11-20,Fill-ins,Basic Hardware Inventory Updates,5,2
2024-11-20,Fill-ins,Simple Form Template Updates,1,3
2024-11-20,Fill-ins,Wi-Fi Password Distribution Updates,3,3
2024-11-20,Fill-ins,Simple Report Template Updates,5,3
2024-11-20,Fill-ins,Basic System Configuration Backups,1,3
2024-11-20,Fill-ins,Equipment Cable Management,2,2
2024-11-20,Critical Infrastructure,Storage Infrastructure Complete Failure,1,3
2024-11-20,Executive Support,Board Meeting Technology Setup,1,1
2024-11-20,Executive Support,Executive Communication Platform Issues,5,2
2024-11-20,Executive Support,Board Room AV System Failures,3,1
2024-11-20,User Support High,Sales Team Critical CRM Access Issues,1,2
2024-11-20,User Support High,Production Team System Down Issues,1,2
2024-11-20,User Support High,Remote Access Critical VPN Problems,2,1
2024-11-20,User Support High,Executive Assistant Critical Tool Issues,1,4
2024-11-20,User Support Standard,Software Installation Basic Help,8,2
2024-11-20,User Support Standard,Printer Setup Basic Assistance,3,2
2024-11-20,User Support Standard,VPN Connection Standard Help,3,1
2024-11-20,User Support Standard,Phone System Basic Setup,6,1
2024-11-20,User Support Standard,Mobile Device Standard Configuration,3,1
2024-11-21,Quick Wins,Basic Security Patch Automation,3,8
2024-11-21,Quick Wins,Basic Firewall Rule Optimization,7,5
2024-11-21,Fill-ins,Basic Hardware Inventory Updates,3,2
2024-11-21,Fill-ins,Simple Form Template Updates,4,2
2024-11-21,Fill-ins,Wi-Fi Password Distribution Updates,3,1
2024-11-21,Fill-ins,Simple Report Template Updates,2,1
2024-11-21,Thankless Tasks,Custom Data Migration Script Maintenance,4,33
2024-11-21,Thankless Tasks,Proprietary System Manual Integration,3,54
2024-11-21,Business Operations,Payroll Processing System Failures,3,3
2024-11-21,Business Operations,Purchase Order System Critical Failures,3,11
2024-11-21,Business Operations,Vendor Payment Processing Issues,2,5
2024-11-21,User Support Standard,Password Reset Requests,2,1
2024-11-21,User Support Standard,Printer Setup Basic Assistance,5,1
2024-11-21,User Support Standard,File Access Standard Permission Issues,5,1
2024-11-21,User Support Standard,Phone System Basic Setup,5,2
2024-11-21,User Support Standard,Mobile Device Standard Configuration,4,1
2024-11-22,Quick Wins,Database Connection Pooling,1,5
2024-11-22,Quick Wins,Certificate Expiration Alerts,5,7
2024-11-22,Quick Wins,API Rate Limiting Implementation,8,7
2024-11-22,Quick Wins,Service Health Dashboard,3,5
2024-11-22,Fill-ins,Email Signature Template Updates,2,3
2024-11-22,Fill-ins,Printer Toner Replacement Scheduling,4,3
2024-11-22,Fill-ins,Basic Documentation Formatting,3,3
2024-11-22,Fill-ins,Simple Calendar Template Updates,1,3
2024-11-22,Fill-ins,Equipment Cable Management,4,1
2024-11-22,Thankless Tasks,Outdated System Manual Documentation,4,52
2024-11-22,Executive Support,Board Room AV System Failures,2,2
2024-11-22,Executive Support,Executive Assistant Technology Problems,2,1
2024-11-22,User Support High,Sales Team Critical CRM Access Issues,4,1
2024-11-22,User Support High,Executive Assistant Critical Tool Issues,2,3
2024-11-22,User Support Standard,Software Installation Basic Help,5,1
2024-11-22,User Support Standard,Email Configuration Standard Support,3,2
2024-11-22,User Support Standard,Mobile Device Standard Configuration,2,2
2024-11-23,Quick Wins,Log Rotation Automation,3,7
2024-11-23,Fill-ins,Simple Form Template Updates,1,1
2024-11-23,Thankless Tasks,Legacy Code Manual Refactoring,4,45
2024-11-23,Business Operations,Facilities Management Critical Problems,2,10
2024-11-23,User Support High,Production Team System Down Issues,1,3
2024-11-23,User Support High,Revenue Team Critical System Problems,3,2
2024-11-23,User Support Standard,Phone System Basic Setup,3,1
2024-11-23,User Support Standard,Account Creation Standard Requests,1,1
2024-11-24,Fill-ins,Basic System Configuration Backups,1,3
2024-11-24,Fill-ins,Basic File Organization Tasks,1,1
2024-11-24,Business Operations,Vendor Payment Processing Issues,2,9
2024-11-24,User Support High,Department Manager System Access Issues,1,1
2024-11-24,User Support Standard,File Access Standard Permission Issues,1,2
2024-11-24,User Support Standard,Basic Training Standard Sessions,3,1
2024-11-25,Quick Wins,Password Policy Automation,5,2
2024-11-25,Fill-ins,Email Signature Template Updates,4,1
2024-11-25,Fill-ins,Printer Toner Replacement Scheduling,2,2
2024-11-25,Fill-ins,Meeting Room Equipment Basic Maintenance,3,1
2024-11-25,Fill-ins,Simple Report Template Updates,1,2
2024-11-25,Fill-ins,Equipment Asset Tag Updates,3,3
2024-11-25,Fill-ins,Simple Calendar Template Updates,2,3
2024-11-25,Fill-ins,Equipment Cable Management,1,1
2024-11-25,Fill-ins,Simple User Guide Updates,1,3
2024-11-25,Thankless Tasks,Outdated Manual Process Documentation,3,43
2024-11-25,Business Operations,Payroll Processing System Failures,2,5
2024-11-25,User Support High,Executive Assistant Critical Tool Issues,2,4
2024-11-25,User Support High,Critical Project Team Tool Failures,6,2
2024-11-25,User Support High,Revenue Team Critical System Problems,2,4
2024-11-25,User Support Standard,File Access Standard Permission Issues,8,2
2024-11-26,Quick Wins,Password Policy Automation,4,4
2024-11-26,Quick Wins,Database Connection Pooling,4,3
2024-11-26,Quick Wins,Load Balancer Health Checks,2,5
2024-11-26,Quick Wins,Basic Security Patch Automation,3,4
2024-11-26,Fill-ins,Email Signature Template Updates,2,2
2024-11-26,Fill-ins,Basic Hardware Inventory Updates,4,3
2024-11-26,Fill-ins,Simple Form Template Updates,3,1
2024-11-26,Fill-ins,Wi-Fi Password Distribution Updates,2,1
2024-11-26,Fill-ins,Basic File Organization Tasks,1,2
2024-11-26,Thankless Tasks,Outdated Manual Process Documentation,1,19
2024-11-26,Executive Support,Executive Travel System Critical Issues,3,1
2024-11-26,User Support Standard,Password Reset Requests,4,2
2024-11-26,User Support Standard,Software Installation Basic Help,2,1
2024-11-26,User Support Standard,Email Configuration Standard Support,2,2
2024-11-26,User Support Standard,VPN Connection Standard Help,5,1
2024-11-26,User Support Standard,File Access Standard Permission Issues,2,2
2024-11-26,User Support Standard,Mobile Device Standard Configuration,3,1
2024-11-27,Quick Wins,Database Connection Pooling,7,7
2024-11-27,Quick Wins,Email Queue Monitoring,2,6
2024-11-27,Quick Wins,Basic Firewall Rule Optimization,3,7
2024-11-27,Fill-ins,Desktop Wallpaper Standardization,2,2
2024-11-27,Fill-ins,Basic System Configuration Backups,3,2
2024-11-27,Fill-ins,Simple User Guide Updates,2,3
2024-11-27,Executive Support,Board Room AV System Failures,4,1
2024-11-27,Business Operations,Benefits Administration Critical Issues,2,4
2024-11-27,Business Operations,Travel Booking System Major Problems,1,3
2024-11-27,Business Operations,Asset Management System Issues,1,6
2024-11-27,User Support High,Department Manager System Access Issues,1,4
2024-11-27,User Support High,Critical Project Team Tool Failures,1,2
2024-11-27,User Support Standard,File Access Standard Permission Issues,4,2
2024-11-27,User Support Standard,Account Creation Standard Requests,3,2
2024-11-27,User Support Standard,Basic Training Standard Sessions,3,2
2024-11-28,Quick Wins,Password Policy Automation,3,5
2024-11-28,Quick Wins,Self-Service Portal Implementation,1,8
2024-11-28,Quick Wins,API Rate Limiting Implementation,8,5
2024-11-28,Fill-ins,Email Signature Template Updates,1,1
2024-11-28,Fill-ins,Desktop Wallpaper Standardization,2,2
2024-11-28,Fill-ins,Basic Documentation Formatting,4,3
2024-11-28,Fill-ins,Basic System Configuration Backups,3,3
2024-11-28,Fill-ins,Equipment Cable Management,2,1
2024-11-28,Fill-ins,Simple User Guide Updates,5,3
2024-11-28,Business Operations,Benefits Administration Critical Issues,1,8
2024-11-28,Business Operations,Purchase Order System Critical Failures,3,12
2024-11-28,Business Operations,Contract Management System Problems,3,3
2024-11-28,Business Operations,Facilities Management Critical Problems,3,8
2024-11-28,User Support High,Customer Service Critical Tool Failures,4,1
2024-11-28,User Support High,Executive Assistant Critical Tool Issues,1,3
2024-11-28,User Support High,Critical Project Team Tool Failures,1,1
2024-11-28,User Support Standard,Printer Setup Basic Assistance,4,1
2024-11-28,User Support Standard,VPN Connection Standard Help,4,1
2024-11-28,User Support Standard,File Access Standard Permission Issues,1,1
2024-11-28,User Support Standard,Mobile Device Standard Configuration,4,1
2024-11-28,User Support Standard,Basic Training Standard Sessions,6,1
2024-11-29,Quick Wins,Database Connection Pooling,4,8
2024-11-29,Quick Wins,Log Rotation Automation,1,4
2024-11-29,Quick Wins,API Rate Limiting Implementation,5,4
2024-11-29,Quick Wins,Service Health Dashboard,1,3
2024-11-29,Fill-ins,Basic Hardware Inventory Updates,3,2
2024-11-29,Fill-ins,Meeting Room Equipment Basic Maintenance,1,2
2024-11-29,Fill-ins,Simple Report Template Updates,2,2
2024-11-29,Fill-ins,Equipment Cable Management,1,2
2024-11-29,Thankless Tasks,Custom Manual Reporting Procedures,3,24
2024-11-29,Thankless Tasks,Manual Quality Assurance Procedures,4,44
2024-11-29,Executive Support,Executive Travel System Critical Issues,2,1
2024-11-29,Executive Support,Board Room AV System Failures,2,1
2024-11-29,Business Operations,Benefits Administration Critical Issues,3,8
2024-11-29,Business Operations,Travel Booking System Major Problems,1,10
2024-11-29,User Support High,Customer Service Critical Tool Failures,2,2
2024-11-29,User Support High,Executive Assistant Critical Tool Issues,1,1
2024-11-29,User Support High,Department Manager System Access Issues,1,1
2024-11-29,User Support Standard,VPN Connection Standard Help,8,1
2024-11-29,User Support Standard,Phone System Basic Setup,3,2
2024-11-29,User Support Standard,Mobile Device Standard Configuration,6,1
2024-11-30,Quick Wins,Load Balancer Health Checks,3,7
2024-11-30,Major Projects,Legacy System Complete Modernization,1,121
2024-11-30,Thankless Tasks,Legacy Database Manual Optimization,1,41
2024-11-30,Thankless Tasks,Legacy Code Manual Refactoring,4,26
2024-11-30,Business Operations,Expense Management Critical Issues,2,12
2024-11-30,Business Operations,Travel Booking System Major Problems,5,12
2024-11-30,User Support High,Executive Assistant Critical Tool Issues,1,3
2024-11-30,User Support High,Revenue Team Critical System Problems,1,2
2024-11-30,User Support Standard,Email Configuration Standard Support,7,2
2024-12-01,Quick Wins,Certificate Expiration Alerts,3,7
2024-12-01,Fill-ins,Simple Report Template Updates,1,2
2024-12-01,Fill-ins,Basic System Configuration Backups,6,2
2024-12-01,Thankless Tasks,Custom Manual Reporting Procedures,1,29
2024-12-01,User Support High,Customer Service Critical Tool Failures,5,1
2024-12-01,User Support Standard,Email Configuration Standard Support,4,2
2024-12-01,User Support Standard,Basic Training Standard Sessions,3,2
2024-12-02,Quick Wins,Network Bandwidth Monitoring,8,2
2024-12-02,Quick Wins,Service Health Dashboard,3,4
2024-12-02,Fill-ins,Simple Form Template Updates,2,2
2024-12-02,Fill-ins,Meeting Room Equipment Basic Maintenance,6,3
2024-12-02,Fill-ins,Basic Documentation Formatting,3,2
2024-12-02,Fill-ins,Simple Report Template Updates,2,2
2024-12-02,Fill-ins,Equipment Asset Tag Updates,4,3
2024-12-02,Fill-ins,Basic System Configuration Backups,1,1
2024-12-02,Fill-ins,Equipment Cable Management,2,2
2024-12-02,Thankless Tasks,Manual Quality Assurance Procedures,1,39
2024-12-02,Executive Support,Executive Travel System Critical Issues,1,1
2024-12-02,Business Operations,Vendor Payment Processing Issues,4,5
2024-12-02,Business Operations,Contract Management System Problems,5,10
2024-12-02,User Support High,Department Manager System Access Issues,6,2
2024-12-02,User Support High,Critical Project Team Tool Failures,2,3
